title,overview,query,retriever
Sheryl,"After being dumped by her serial killer boyfriend, a beauty-obsessed woman goes on a blood-soaked quest to create the perfect female face, while navigating her new relationship with the cop investigating the murders.",What are some titles of dark comedy movies?,theme_group
Triple Oh!,"In this dark comedy-drama, a mismatched duo of lesbian ambulance drivers sometimes save lives, and sometimes not so much. Sassy, street-smart Taylor and her newbie, by-the-book partner Cate are constantly at odds with each other as they face the absurdity of life and death head on. But in their clash of wits, sparks fly, and they quickly cross a line by having sex whenever a patient dies (it's like eating a bucketload of delicious greasy chicken to balance out a bad salad). I",What are some titles of dark comedy movies?,theme_group
Lessons of Tolerance,"Ten uneasy lessons in a tiny apartment in Ukraine. Teacher Nadia launches an EU-funded LGBT+ acceptance program. A typically intolerant family hesitantly decides to sign up to receive tempting financial supplements. Their task is to spend 24 non-alcoholic days with Vasyl, who is gay but might also be the best friend, long-forgotten relative, good therapist, attentive social worker, or a plumber photographer. Beer-loving mechanic Zenyk, an actress of a never-been theatre Diana, and impatiently aggressive Denys will tame hate and envy. Through amusing games, they will learn about homophobia, equality, empathy, gender discrimination, and self-fulfillment. A provocatively ironic mosaic of anecdotal sketches gradually forms a continuous labyrinth of black humor, tenderness, and witty sarcasm.",What are some titles of dark comedy movies?,theme_group
Los,"Lena's estranged brother doubts her ability to carry on their mother's legacy as the Toothfairy, forcing Lena to choose between her comfortable life or reconnecting with her brother by taking on this magical responsibility. Terrific mini feature with dark humour and assured directing.",What are some titles of dark comedy movies?,theme_group
The End of Voyage,"A middle-aged man is sailing while losing his memory. Not knowing that his wife's voice is an auditory hallucination, he continues to talk to her. Black ash and black water. A whale with breathing difficulties. A burning continent. Oil spilling from a stranded ship. Despite his deteriorating health conditions, his last conversation with his wife, gives him the courage to chase his dream and face the waves.",What are some titles of dark comedy movies?,theme_group
Sleepyhead,"In this dark comedy, sixth-former Rae is chronically ill and stuck at home with her glorious imagination and seething rage for company.",What are some titles of dark comedy movies?,theme_group
Double Trouble,"Onno is working in the gas station, where he is confronted by a robber. When a hapless police officer arrives at the same time, events take an unexpected turn. Black comedy hits all the right notes towards its bizarre conclusion.",What are some titles of dark comedy movies?,theme_group
Thiraiyin Marupakkam,"A Tamil movie fan Sathyamoorthy, a farmer by profession, has been duped into selling his land and investing in a movie by a guy full of hot air, director Senthil. Lacking expertise in filmmaking, Sathyamoorthy is forced to pledge his house to Anbarasu, a cine financier. Senthil fails miserably in delivering the film. What happens to his family? How does he deal with Anbarasu? How does he bring his movie out? Thiraiyin Marupakkam is a perfect mix of black comedy and harsh reality",What are some titles of dark comedy movies?,theme_group
Abomination,"A modern day tale of love, black comedy and scientific daring, The Abomination tells the story of Adam, a man brought back to life by an eccentric but brilliant scientist, Archimedes The Alchemist.",What are some titles of dark comedy movies?,theme_group
Sam Jay: Salute Me or Shoot Me,"Comedian and writer Sam Jay takes the stage for a hilariously frank discussion on embracing our differences, the stresses of long-term relationships, and the power of empathy. Deftly showcasing her conversational style, this comedy special is a witty and raw examination of life's challenges and society at large.",What are some titles of dark comedy movies?,theme_group
Anemone: A Fairy Tale for No Kids,"a black comedy, revolves around a day laborer named Yong-ja, portrayed by Jung Yi-rang, going through a bizarre turn of events as her husband miraculously wins the lottery from the numbers she gives him.",What are some titles of dark comedy movies?,theme_group
Sweet Dreams,"Sweet dreams is a black comedy set in a remote motel, where a housekeeper is stuck in her monotonous work life. Sick of the repetitive humiliations by the employees and the motel guests, the woman eventually loses control and the feeling of revenge overcomes her.",What are some titles of dark comedy movies?,theme_group
"Au Revoir, Slumdogz",Six struggling actors will be confronted with the crime movies they grew up with during a bank heist gone wrong.,What are some titles of dark comedy movies?,theme_group
Holiday Heist,"Genre:  - Die Hard (the comedy movie) at LACHSA  Required Elements:  ﻿﻿﻿- Henry and Judah must do the tail bonding thing from Avatar  ﻿﻿﻿- Fiona must play Thanos  ﻿﻿﻿- Gideon (played by Teddy or Otis) must be the antagonist  - ﻿﻿﻿First draft must be done entirely using popcorn writing (per sentence)  ﻿﻿﻿- One character must be eating french fries in each scene  - ﻿﻿﻿In one shot, every character must wear heels  - ﻿﻿﻿Ace as the Joker must be included  - ﻿﻿﻿Obrow in space  Required lines of dialogue:  - ""It's a cow farm. You're gonna see cows outside."" (has to be said like the guy in Barnyard)  - ""We're sorry sophomores"" (must be said by Gideon in baby voice)  Required song:  - Someone must perform Adam Sandler Hanukkah Song  - One original song  Additional rules:  - Every freshman must appear on screen at least once  - Every freshman must have at least one line  - No one outside of the class or department can work on the film unless its a required element",What are some titles of dark comedy movies?,theme_group
